0	0	-0.6823617565156899
1	0	0.010495357356473068
2	0	-0.00005314707600267437
3	0	8.396164721690207e-8
-10	0	6.295028098600723e17
0	1	-49.165926172201736
1	1	0.09945186092213572
5	1	-2.003786990207142e-12
-0.5	1	439.73091675890385
0	2	355.09667551199897
1	2	-1.5162396437736494
2	2	0.00218373271886388
-1	2	-20695.566461750997
0	3	-611.5146589312652
1	3	1.18586360041518
2	3	-0.0018107397896123857
-8	3	-5.434176508542165e17
0	4	1786.1047693435132
1	4	1.0565470185566588
2	4	-0.004306755317830569
3	4	5.443837885862249e-6
-13	4	1.6364900979581176e27
0	5	-4350.481974175591
-4	5	1.5485462202459717e11
-8	5	8.366379391264218e18
0	6	6003.604617835608
-4	6	-2.217901510094271e11
-7	6	-3.559200799773619e17
0	7	-5092.411686937526
-5	7	3.72585658501602e13
-12	7	8.576632624440891e26
0	8	2621.952722296695
-5	8	-1.3963930848450746e13
-14	8	-3.0790283339624907e31
0	9	-752.8130167785729
-4	9	1.215097113431125e10
-13	9	7.94897953922076e29
0	10	92.4059883597954
-6	10	-6.026743186736003e12
-13	10	-3.652865271449919e29
